Project Manager: Delete project title;alert_delete_project_title;Delete project?;Supprimer le projet ?;Delete project?;Delete project?;Delete project?
Project Manager: Delete project message;alert_delete_project_message;You are about to delete this project locally and on the cloud.\nDo you wish to continue?;Vous allez supprimer ce projet de votre appareil et du cloud.\nVoulez-vous continuer ?;You are about to delete this project locally and on the cloud.\nDo you wish to continue?;You are about to delete this project locally and on the cloud.\nDo you wish to continue?;You are about to delete this project locally and on the cloud.\nDo you wish to continue?
Memory Full Alert: memory full alert title;alert_memory_full_title;Memory full;Mémoire pleine;Memory full;Memory full;Memory full
Memory Full Alert: memory full alert description;alert_memory_full_description;There is not enough storage space in drone’s memory.\n\nPlease remove some files in order to continue.;Il n’y a pas assez d’espace dans la mémoire du drone.\n\nVeuillez supprimer des fichiers pour pouvoir continuer.;There is not enough storage space in drone’s memory.\n\nPlease remove some files in order to continue.;There is not enough storage space in drone’s memory.\n\nPlease remove some files in order to continue.;There is not enough storage space in drone’s memory.\n\nPlease remove some files in order to continue.
Ophtalmo: Alert land to stop;ophtalmo_stop_land;Land the drone to stop the calibration;Faites atterrir votre drone pour arrêter la calibration;Land the drone to stop the calibration;Land the drone to stop the calibration;Land the drone to stop the calibration
Obstacle Avoidance: Title;alert_oa_drone_stuck_title;Obstacle avoidance;Evitement d’obstacles;Obstacle avoidance;Obstacle avoidance;Obstacle avoidance
Obstacle Avoidance: SubTitle;alert_oa_drone_stuck_subtitle;Motion forbidden;Drone immobilisé;Motion forbidden;Motion forbidden;Motion forbidden
Obstacle Avoidance: Action text;alert_oa_drone_stuck_action_text;Disable obstacle avoidance;Désactiver l’évitement d’obstacles;Disable obstacle avoidance;Disable obstacle avoidance;Disable obstacle avoidance
Obstacle Avoidance : Freeze title;alert_oa_freeze_title;Obstacle avoidance disabled;Évitement d'obstacles désactivé;Obstacle avoidance disabled;Obstacle avoidance disabled;Obstacle avoidance disabled
Obstacle Avoidance : Freeze description;alert_oa_freeze_description;Your drone has stopped. Obstacle avoidance has been disabled.\nFrom now on you will fly the drone without the obstacle avoidance function.;Votre drone s'est immobilisé. L'évitement d'obstacles a été désactivé.\nÀ partir de maintenant vous piloterez le drone sans la fonction d'évitement d'obstacles.;Your drone has stopped. Obstacle avoidance has been disabled.\nFrom now on you will fly the drone without the obstacle avoidance function.;Your drone has stopped. Obstacle avoidance has been disabled.\nFrom now on you will fly the drone without the obstacle avoidance function.;Your drone has stopped. Obstacle avoidance has been disabled.\nFrom now on you will fly the drone without the obstacle avoidance function.
System error title;alert_system_error_title;System error;Erreur système;System error;System error;System error
System error message;alert_system_error_message;Media sharing failed. Operating system signaled an error:;Echec du partage de médias. Le système d'exploitation a signalé une erreur:;Media sharing failed. Operating system signaled an error:;Media sharing failed. Operating system signaled an error:;Media sharing failed. Operating system signaled an error:
Flight Plan: AMSL not found;alert_flight_plan_without_amsl_message;Failed to generate trajectory in AGL altitude reference\nMission altitude will be related to the take-off point;Échec de génération de la trajectoire en référence d'altitude AGL\nL'altitude de la mission sera relative au point de décollage;Failed to generate trajectory in AGL altitude reference\nMission altitude will be related to the take-off point;Failed to generate trajectory in AGL altitude reference\nMission altitude will be related to the take-off point;Failed to generate trajectory in AGL altitude reference\nMission altitude will be related to the take-off point
Live streaming - Live streaming;live_streaming_live_streaming;Live streaming;Live streaming;Live streaming;Live streaming;Live streaming
Live streaming - enter URL;live_streaming_enter_url;Enter URL;Entrer l'URL;Enter URL;Enter URL;Enter URL
Live streaming - connect;live_streaming_connect;Connect;Connecter;Connect;Connect;Connect
Live streaming - error;live_streaming_error;Connection failed. Please chack the URL or try again later.;La connexion a échoué. Veuillez vérifier l'URL ou réessayer plus tard.;Connection failed. Please chack the URL or try again later.;Connection failed. Please chack the URL or try again later.;Connection failed. Please chack the URL or try again later.
Live streaming - encrypted stream;live_streaming_encrypted_stream;Encrypted stream;Flux crypté;Encrypted stream;Encrypted stream;Encrypted stream
Live streaming - add new conf;live_streaming_add_conf;Add new;Ajouter un nouveau;Add new;Add new;Add new
Live streaming - quality priority;live_streaming_quality_priority;Priority on quality;Priorité à la qualité;Priority on quality;Priority on quality;Priority on quality
Live streaming - latency priority;live_streaming_latency_priority;Priority on latency;Priorité à la latence;Priority on latency;Priority on latency;Priority on latency
Flight Plan – Flight plan title;flight_plan_title;flight plan;plan de vol;flight plan;flight plan;flight plan
Flight Plan - New flight plan;flight_plan_new_flight_plan;New Flight Plan;Nouveau flight plan;New Flight Plan;New Flight Plan;New Flight Plan
Flight Plan - Create first;flight_plan_create_first;Create your first flight plan.;Créez votre premier flight plan.;Create your first flight plan.;Create your first flight plan.;Create your first flight plan.
Flight Plan - Estimations;flight_plan_estimations;Estimations;Estimations;Estimations;Estimations;Estimations
Flight Plan - New project;flight_plan_new_project;New project;Nouveau projet;New project;New project;New project
Flight Plan - Projects;flight_plan_projects;Projects;Projets;Projects;Projects;Projects
Flight Plan - Project;flight_plan_project;Project;Projet;Project;Project;Project
Flight Plan - Project Name;flight_plan_project_name;Project name;Nom du projet;Project name;Project name;Project name
Flight Plan - New;flight_plan_new;New;Nouveau;New;New;New
Flight Plan - Duplicate;flight_plan_duplicate;Duplicate;Dupliquer;Duplicate;Duplicate;Duplicate
Flight Plan - Empty list title;flight_plan_empty_list_title;No project for the moment;Aucun projet pour le moment;No project for the moment;No project for the moment;No project for the moment
Flight Plan - Empty list description;flight_plan_empty_list_desc;Connect to Parrot Cloud to sync all your projects;Connectez-vous à Parrot Cloud pour synchroniser tous vos projets;Connect to Parrot Cloud to sync all your projects;Connect to Parrot Cloud to sync all your projects;Connect to Parrot Cloud to sync all your projects
Flight Plan - See all;flight_plan_see_all;See all;Voir tous;See all;See all;See all
Flight Plan - Current project;flight_plan_current;Current project;Projet en cours;Current project;Current project;Current project
Flight Plan - Unsaved changes popup title;flight_plan_discard_changes_title;Unsaved changes;Modifications non sauvegardées;Unsaved changes;Unsaved changes;Unsaved changes
Flight Plan - Unsaved changes popup description;flight_plan_discard_changes_description;Do you want to save the changes you have made to this project ?;Voulez-vous sauvegarder les modifications que vous avez apportées à ce projet ?;Do you want to save the changes you have made to this project ?;Do you want to save the changes you have made to this project ?;Do you want to save the changes you have made to this project ?
Flight Plan - Open Recent project;flight_plan_open_recent;Open recent project;Ouvrir un projet récent;Open recent project;Open recent project;Open recent project
Flight Plan - Default title;flight_plan_default_title;Flight Plan (%d);Flight Plan (%d);Flight Plan (%d);Flight Plan (%d);Flight Plan (%d)
Flight Plan - Alert FP error;flight_plan_alert_error;Flight Plan error;Erreur de Flight Plan;Flight Plan error;Flight Plan error;Flight Plan error
Flight Plan - Alert FP corrupted;flight_plan_alert_corrupted;Corrupted Flight Plan file;Fichier Flight Plan corrompu;Corrupted Flight Plan file;Corrupted Flight Plan file;Corrupted Flight Plan file
Flight Plan - Alert GPS drone KO;flight_plan_alert_drone_gps_ko;Drone's GPS unavailable;GPS du drone indisponible;Drone's GPS unavailable;Drone's GPS unavailable;Drone's GPS unavailable
Flight Plan - Alert drone magnetometer KO;flight_plan_alert_drone_magnetometer_ko;Magnetic perturbations;Perturbations magnétiques;Magnetic perturbations;Magnetic perturbations;Magnetic perturbations
Flight Plan - Alert insufficient battery;flight_plan_alert_insufficient_battery;Insufficient battery;Batterie insuffisante;Insufficient battery;Insufficient battery;Insufficient battery
Flight Plan - Alert unavailable;flight_plan_alert_unavailable;Flight Plan unavailable;Flight Plan indisponible;Flight Plan unavailable;Flight Plan unavailable;Flight Plan unavailable
Flight Plan - Alert insufficient memory;flight_plan_alert_insufficient_memory;Insufficient space on SD;Espace mémoire insuffisant;Insufficient space on SD;Insufficient space on SD;Insufficient space on SD
Flight Plan - Alert cannot take off;flight_plan_alert_cannot_take_off;Cannot take off;Décollage impossible;Cannot take off;Cannot take off;Cannot take off
Flight Plan - Alert camera unavailable;flight_plan_alert_camera_unavailable;Camera unavailable;Caméra indisponible;Camera unavailable;Camera unavailable;Camera unavailable
Flight Plan - Alert stopped at;flight_plan_alert_stopped_at;Stopped at %s;Arrêté à %s;Stopped at %s;Stopped at %s;Stopped at %s
Flight Plan - Info drone ready;flight_plan_info_drone_ready;Drone ready;Drone prêt;Drone ready;Drone ready;Drone ready
Flight Plan - Info uploading;flight_plan_info_uploading;Uploading…;Uploading…;Uploading…;Uploading…;Uploading…
Flight Plan - Settings title;flight_plan_settings_title;Mission parameters;Paramètres mission;Mission parameters;Mission parameters;Mission parameters
Flight Plan - Setting automatic progressive orientation;flight_plan_settings_progressive_orientation;Progressive orientation;Orientation progressive;Progressive orientation;Progressive orientation;Progressive orientation
Flight Plan - Setting automatic progressive orientation;flight_plan_settings_progressive_orientation_short;Progressive orientation;Orientation progressive;Progressive orientation;Progressive orientation;Progressive orientation
Flight Plan - Setting last waypoint;flight_plan_settings_last_waypoint;Last waypoint;Dernier waypoint;Last waypoint;Last waypoint;Last waypoint
Flight Plan - Setting last wp;flight_plan_settings_last_wp;Last WP;Dernier WP;RTH;RTH;RTH
Flight Plan - Setting RTH title;flight_plan_settings_rth_title;RTH parameters;Paramètres RTH;RTH parameters;RTH parameters;RTH parameters
Flight Plan - Setting RTH on last point short;flight_plan_settings_rth_on_last_point_short;RTH;RTH;RTH;RTH;RTH
Flight Plan - Setting RTH on last point;flight_plan_settings_rth_on_last_point;RTH;RTH;RTH;RTH;RTH
Flight Plan - Setting RTH final;flight_plan_settings_rth_final;Final RTH;RTH final;Final RTH;Final RTH;Final RTH
Flight Plan - Setting RTH after disconnection;flight_plan_settings_rth_after_disconnection;RTH on data link loss;RTH sur perte de liaison;RTH on data link loss;RTH on data link loss;RTH on data link loss
Flight Plan - Setting RTH custom long;flight_plan_settings_rth_custom_long;Custom RTH parameters;Paramètres RTH personnalisés;Custom RTH parameters;Custom RTH parameters;Custom RTH parameters
Flight Plan - Setting RTH custom short;flight_plan_settings_rth_custom_short;Custom RTH;RTH personnalisé;Custom RTH;Custom RTH;Custom RTH
Flight Plan - Setting RTH take-off;flight_plan_settings_rth_take_off;Take-off;Décollage;Take-off;Take-off;Take-off
Flight Plan - Setting RTH altitude;flight_plan_settings_rth_altitude;RTH altitude;Altitude RTH;RTH altitude;RTH altitude;RTH altitude
Flight Plan - Setting RTH hovering;flight_plan_settings_rth_hovering;Hovering;Vol stat.;Hovering;Hovering;Hovering
Flight Plan - Setting RTH hovering altitude short;flight_plan_settings_rth_hovering_altitude_short;Hovering altitude;Altitude de vol stat.;Hovering altitude;Hovering altitude;Hovering altitude
Flight Plan - Setting RTH hovering altitude;flight_plan_settings_rth_hovering_altitude;Hovering altitude;Altitude de vol stationnaire;Hovering altitude;Hovering altitude;Hovering altitude
Flight Plan - Setting avoidance short;flight_plan_settings_avoidance_short;Obstacle avoidance;Evitement d'obstacles;Obstacle avoidance;Obstacle avoidance;Obstacle avoidance
Flight Plan - Setting avoidance;flight_plan_settings_avoidance;Obstacle avoidance;Evitement d'obstacles;Obstacle avoidance;Obstacle avoidance;Obstacle avoidance
Flight Plan - Point settings title;flight_plan_point_settings_title;Point;Point;Point;Point;Point
Flight Plan - Point settings type;flight_plan_point_settings_type;Type;Type;Type;Type;Type
Flight Plan - Point settings altitude;flight_plan_point_settings_altitude;Altitude;Altitude;Altitude;Altitude;Altitude
Flight Plan - Point settings camera angle;flight_plan_point_settings_camera_angle;Camera angle;Angle de la camera;Camera angle;Camera angle;Camera angle
Flight Plan - Segment settings title;flight_plan_segment_settings_title;Corner;Sommet;Corner;Corner;Corner
Flight Plan - Interpolation settings title;flight_plan_interpolation_settings_title;Interpolation;Interpolation;Interpolation;Interpolation;Interpolation
Flight Plan - open flight;flight_plan_open;Open Flight Plan;Ouvrir Flight Plan;Open Flight Plan;Open Flight Plan;Open Flight Plan
Flight Plan - open label;flight_plan_open_label;Open;Ouvrir;Open;Open;Open
Flight Plan - run completed;flight_plan_run_completed;Completed;Terminé;Completed;Completed;Completed
Flight Plan - run running…;flight_plan_run_running;Running…;En cours…;Running…;Running…;Running…
Flight Plan - run stopped;flight_plan_run_stopped;Stopped;Stoppé;Stopped;Stopped;Stopped
Flight Plan - run resume;flight_plan_run_resume;Resume;Reprendre;Resume;Resume;Resume
Flight Plan - run failed;flight_plan_run_failed;Failed;Echoué;Failed;Failed;Failed
Flight Plan - history;flight_plan_history;History;Historique;History;History;History
Flight Plan – X executions;flight_plan_execution_plural;%d executions;%d exécutions;%d executions;%d executions;%d executions
Flight Plan – 1 execution;flight_plan_execution_singular;%d execution;%d exécution;%d execution;%d execution;%d execution
Flight plan – Ancune execution;flight_plan_no_executed;This plan has never been executed;Ce plan n’a jamais été éxécuté;This plan has never been executed;This plan has never been executed;This plan has never been executed
Flight Plan – X executed flights;flight_plan_executed_flight_plural;%d executed flights;%d vols exécutés;%d executed flights;%d executed flights;%d executed flights
Flight Plan – 1 executed flight;flight_plan_executed_flight_singular;%d executed flight;%d vol exécuté;%d executed flight;%d executed flight;%d executed flight
Flight Plan - menu image;flight_plan_menu_image;Image parameters;Paramètres image;Image parameters;Image parameters;Image parameters
Flight Plan - menu project;flight_plan_menu_project;Project;Projet;Project;Project;Project
Flight Plan - open project;flight_plan_open_project;Open project;Ouvrir le projet;Open project;Open project;Open project
Flight Plan - Settings Global;flight_plan_settings_global;Global;Global;Global;Global;Global
Flight Plan - Settings Framerate;flight_plan_settings_framerate;Framerate;Framerate;Framerate;Framerate;Framerate
Flight Plan - Settings Resolution;flight_plan_settings_resolution;Resolution;Résolution;Resolution;Resolution;Resolution
Flight Plan - Settings White Balance;flight_plan_settings_white_balance;White balance;Balance des blancs;White balance;White balance;White balance
Flight Plan - Settings Exposure;flight_plan_settings_exposure;Exposure;Exposition;Exposure;Exposure;Exposure
Flight Plan - Default new project;flight_plan_default_new_project;New project (%d);Nouveau projet (%d);New project (%d);New project (%d);New project (%d)
Flight Plan - Setting building height title;flight_plan_setting_building_height_title;Building height;Hauteur bâtiment;Building height unknown;Building height unknown;Building height unknown
Flight Plan - Setting building height description;flight_plan_setting_building_height_description;Building's height is unknown.\nPlease enter it manually.;Hauteur du bâtiment inconnue.\nVeuillez la renseigner manuellement.;Building's height is unknown.\nPlease enter it manually.;Building's height is unknown.\nPlease enter it manually.;Building's height is unknown.\nPlease enter it manually.
Flight Plan - Setting building height action;flight_plan_setting_building_height_action;Define;Définir;Define;Define;Define
Flight Plan – Details: Resume Flight Button Title;flight_plan_details_resume_flight_button_title;Resume flight;Reprendre le vol;Resume flight;Resume flight;Resume flight
Flight Plan – History: Execution completed description;flight_plan_history_execution_completed_description;Completed;Terminée;Completed;Completed;Completed
Flight Plan – History: Execution incomplete at description;flight_plan_history_execution_incomplete_at_description;Incomplete (%@);Incomplète (%@);Incomplete (%@);Incomplete (%@);Incomplete (%@)
Flight Plan - History: Execution not synchronized;flight_plan_history_execution_not_synchronized;Data not available;Données non disponibles;Data not available;Data not available;Data not available
Flight Plan – Details: incomplete status description;flight_plan_details_incomplete_description;Incomplete;Incomplet;Incomplete;Incomplete;Incomplete
Flight Plan – Latest execution;flight_plan_latest_execution;Latest execution;Dernière exécution;Latest execution;Latest execution;Latest execution
Flight Plan – Details: status title;flight_plan_details_status_title;Status;Statut;Status;Status;Status
Flight Plan – Drone navigating to starting point;drone_navigating_to_flight_plan_starting_point;Flying to starting point;En vol vers le point de départ;Flying to starting point;Flying to starting point;Flying to starting point
Flight Plan – Execution name;flight_plan_execution_name;Execution;Exécution;Execution;Execution;Execution
Flight Plan – Duplicated Project suffix;flight_plan_duplicated_project_suffix;copy;copie;copy;copy;copy
Flight Plan – Default Project Name;default_flight_plan_project_name;FlightPlan;FlightPlan;FlightPlan;FlightPlan;FlightPlan
Flight Plan – Existing Project Name Alert Title;existing_project_name_alert_title;Existing Project Name;Nom de projet existant;Existing Project Name;Existing Project Name;Existing Project Name
Flight Plan – Existing Project Name Alert Message;existing_project_name_alert_message;Please choose another name.;Veuillez choisir un autre nom.;Please choose another name.;Please choose another name.;Please choose another name.
Flight Plan – First Way Point Too Far;flight_plan_first_way_point_too_far;First waypoint too far away;Premier waypoint trop éloigné;First waypoint too far away;First waypoint too far away;First waypoint too far away
Flight Plan – Too Big To Be Displayed;flight_plan_too_big_to_be_displayed;Too many waypoints - switch to simplified display;Nombre de waypoints trop élevé - affichage simplifié du FlightPlan;Too many waypoints - switch to simplified display;Too many waypoints - switch to simplified display;Too many waypoints - switch to simplified display
Flight Plan – Altitude Reference Setting;flight_plan_altitude_reference_setting_title;Altitude reference;Référence d'altitude;Altitude reference;Altitude reference;Altitude reference
Flight Plan – Altitude Reference Setting Short Title;flight_plan_altitude_reference_setting_short_title;Reference;Référence;Reference;Reference;Reference
Flight Plan – Altitude Reference AMSL;flight_plan_altitude_reference_amsl_title;above mean sea level;au-dessus du niveau moyen de la mer;above mean sea level;above mean sea level;above mean sea level
Flight Plan – Altitude Reference AMSL Acronym;flight_plan_altitude_reference_amsl_short_title;MSL;MSL;MSL;MSL;MSL
Flight Plan – Altitude Reference ATO;flight_plan_altitude_reference_ato_title;above take off;au-dessus du décollage;above take off;above take off;above take off
Flight Plan – Altitude Reference ATO Acronym;flight_plan_altitude_reference_ato_short_title;Take-off;Décollage;Take-off;Take-off;Take-off
Flight Plan – Altitude Reference AGL;flight_plan_altitude_reference_agl_title;above ground level;above ground level;above ground level;above ground level;above ground level
Flight Plan – Altitude Reference AGL Acronym;flight_plan_altitude_reference_agl_short_title;AGL;AGL;AGL;AGL;AGL
Flight Plan – Database Upgrade Title;flight_plan_database_upgrade_title;Database upgrade;Mise à jour de la base de données;Database upgrade;Database upgrade;Database upgrade
Flight Plan – Database Upgrade Description;flight_plan_database_upgrade_description;Database update in progress.\n\nPlease wait until the process is completed.;La mise à jour de la base de données est en cours.\n\nVeuillez patienter jusqu'à la fin du processus.;Database update in progress.\n\nPlease wait until the process is completed.;Database update in progress.\n\nPlease wait until the process is completed.;Database update in progress.\n\nPlease wait until the process is completed.
Flight Plan – Database Upgrade State Finalizing;flight_plan_database_upgrade_state_finalizing;Finalizing…;Finalisation…;Finalizing…;Finalizing…;Finalizing…
Update button;dashboard_update;Update;Mettre à jour;Update;Update;Update
My Flight - Unknown location;dashboard_my_flight_unknown_location;Unknown location;Localisation inconnue;Unknown location;Unknown location;Unknown location
Medias Cell - title;dashboard_medias_title;Medias;Médias;Medias;Medias;Medias
My Flights - title;dashboard_my_flights_title;My flights;Mes vols;My flights;My flights;My flights
My Flights - subtitle;dashboard_my_flights_subtitle;Last flight;Dernier vol;Last flight;Last flight;Last flight
Conditions - title;dashboard_conditions_title;Conditions;Conditions;Conditions;Conditions;Conditions
Conditions - Map Preload button;dashboard_conditions_map_preload;Map preload;Préchargement de la carte;Map preload;Map preload;Map preload
Flight zone - title;dashboard_flight_zone_title;Flight zone;Zone de vol;Flight zone;Flight zone;Flight zone
Suggestions - title;dashboard_suggestions_title;Suggestions;Suggestions;Suggestions;Suggestions;Suggestions
Tutorials - title;dashboard_tutorials_title;Tutorials;Tutoriels;Tutorials;Tutorials;Tutorials
Tutorials - subtitle;dashboard_tutorials_subtitle;Discover the full potential of your Parrot;Découvrez tout le potentiel de votre Parrot;Discover the full potential of your Parrot;Discover the full potential of your Parrot;Discover the full potential of your Parrot
Support - title ;dashboard_support_title;Support;Support;Support;Support;Support
Support - subtitle;dashboard_support_subtitle;Report an issue or suggest an idea;Signaler un problème ou suggérer une idée;Report an issue or suggest an idea;Report an issue or suggest an idea;Report an issue or suggest an idea
Footer - Data Confidentiality button;dashboard_footer_data_confidentiality;Data Confidentiality;Confidentialité des données;Data Confidentiality;Data Confidentiality;Data Confidentiality
My Flights - Completed flights section;dashboard_my_flights_section_completed;All flights;Tous les vols;All flights;All flights;All flights
My Flights - Flight Plans section;dashboard_my_flights_section_plans;Executed projects;Projets exécutés;Executed projects;Executed projects;Executed projects
My Flights – Empty project executions title;dashboard_my_flights_empty_project_executions_title;No executed project for the moment;Aucun projet exécuté pour le moment;No executed project for the moment;No executed project for the moment;No executed project for the moment
My Flights - Empty project executions list;dashboard_my_flights_empty_project_executions_list;Select a project to view its executions;Sélectionner un projet pour visualiser ses exécutions;Select a project to view its executions;Select a project to view its executions;Select a project to view its executions
My Flights - Executions;dashboard_my_flights_project_execution;%d execution;%d exécution;%d execution;%d execution;%d execution
My Flights - Executions;dashboard_my_flights_project_executions;%d executions;%d exécutions;%d executions;%d executions;%d executions
My Flights - Executions Open Project;dashboard_my_flights_project_execution_open_project;Open project;Ouvrir le projet;Open project;Open project;Open project
My Flights - Executions Settings Mode;dashboard_my_flights_project_execution_settings_mode;Mode;Mode;Mode;Mode;Mode
My Flights - Executions Settings Title;dashboard_my_flights_project_execution_settings_title;Settings;Paramètres;Settings;Settings;Settings
My Flights - Empty list title;dashboard_my_flights_empty_list_title;No flight for the moment;Aucun vol pour le moment;No flight for the moment;No flight for the moment;No flight for the moment
My Flights - Empty list description;dashboard_my_flights_empty_list_desc;Connect to Parrot Cloud to sync all your flights and flight plans;Connectez-vous à Parrot Cloud pour synchroniser tous vos vols et plans de vol;Connect to Parrot Cloud to sync all your flights and flight plans;Connect to Parrot Cloud to sync all your flights and flight plans;Connect to Parrot Cloud to sync all your flights and flight plans
My Flights - Not connected;dashboard_my_flights_not_connected;Not connected;Non connecté;Not connected;Not connected;Not connected
Start button - Piloting;dashboard_start_button_piloting;Piloting;Piloter;Piloting;Piloting;Piloting
Start Button - Fly;dashboard_start_button_fly;Fly;Fly;Fly;Fly;Fly
My Flight - Total distance;dashboard_my_flights_total_distance;Total distance;Distance totale;Total distance;Total distance;Total distance
My Flight - Total time;dashboard_my_flights_total_time;Total time;Temps total;Total time;Total time;Total time
My Flight - Plan execution;dashboard_my_flights_plan_execution;Flight Plan Execution;Exécution du plan de vol;Flight Plan Execution;Flight Plan Execution;Flight Plan Execution
My Flight – Last flight time;dashboard_my_flights_last_flight_time;Last flight time;Temps dernier vol;Last flight time;Last flight time;Last flight time
My Flight - Delete Flight;dashboard_my_flight_delete_flight;Delete flight;Supprimer le vol;Delete flight;Delete flight;Delete flight
My Flight – Share Flight;dashboard_my_flight_share_flight;Share flight;Partager le vol;Share flight;Share flight;Share flight
My Flight - Delete Execution;dashboard_my_flight_delete_execution;Delete execution;Supprimer l’exécution;Delete execution;Delete execution;Delete execution
My Flight – Flight log;dashboard_my_flight_flight_log;Flight log;Carnet de vol;Flight log;Flight log;Flight log
My Flight – Flight logs;dashboard_my_flight_flight_logs;Flight logs;Carnets de vol;Flight logs;Flight logs;Flight logs
My Flight – Plan Execution Flights;dashboard_my_flight_plan_execution_flights;Flights;Vols;Flights;Flights;Flights
Dashboard - Add services;dashboard_add_services;Add services;Ajouter des services;Add services;Add services;Add services
Dashboard - Services;dashboard_services;services;services;services;services;services
Dashboard - Account;dashboard_account;Account;Compte;Account;Account;Account
Dashboard - Connected accounts;dashboard_connected_accounts;Connected accounts;Comptes connectés;Connected accounts;Connected accounts;Connected accounts
Dashboard - Add accounts;dashboard_add_my_account;Add my account;Ajouter mon compte;Add my account;Add my account;Add my account
Dashboard - Link account;dashboard_link_account;Insert link to your account here;Insérez le lien vers votre compte ici;Insert link to your account here;Insert link to your account here;Insert link to your account here
Dashboard – Flight settings;dashboard_flight_settings;Flight settings;Paramètres de vol;Flight settings;Flight settings;Flight settings
Category: Quick;settings_category_quick;Quick;Rapides;Quick;Quick;Quick
Category: Controls;settings_category_controls;Controls;Contrôles;Steuerungen;Controles;コントロール
Category: Advanced;settings_category_advanced;Advanced;Avancés;Advanced;Advanced;Advanced
Controls - Option: EV Trigger;settings_controls_option_ev_trigger;EV Trigger;Gachette EV;EV-Auslöser;Gatillo EV;EVトリガー
Controls - Option: Special;settings_controls_option_special;Special;Spécial;Spezial;Especial;スペシャル
Controls - Option: Inverse JOYs;settings_controls_option_inverse_joys;Inverse joys;Inverser les joys;Joys invertieren;Inverse Joys;JOYSインバース
Controls - Option: Reverse Tilt;settings_controls_option_reverse_tilt;Reverse tilt;Inversion tilt;Reverse Tilt;Inclinación opuesta;逆チルト
Controls - Option: Joystick mode;settings_controls_option_joystick_mode;Joystick mode;Mode des joys;Joystick mode;Joystick mode;Joystick mode
Controls - Option: Joystick mode number;settings_controls_option_joystick_mode_number;Mode %d;Mode %d;Mode %d;Mode %d;Mode %d
Controls - Mapping: Camera;settings_controls_mapping_camera;Camera;Caméra;Kamera;Cámara;カメラ
Controls - Mapping: Zoom;settings_controls_mapping_zoom;Zoom;Zoom;Zoom;Zoom;ズーム
Controls - Mapping: Reset Camera;settings_controls_mapping_reset;Reset;Réinitialiser;Zurücksetzen;Reiniciar;再起動
Controls - Mapping: Record;settings_controls_mapping_record;Record;Enregistrer;Aufnehmen;Grabar;録画
Controls - Mapping: Exposure;settings_controls_mapping_exposure;Exposure;Exposition;Exposure;Exposure;Exposure
Controls - Mapping: Elevation and Rotation;settings_controls_mapping_elevation_rotation;Elevation\nand rotation;Élévation\net rotation;Höhe\nund Drehung;Elevación\ny rotación;上昇\nと回転
Controls - Mapping: Directions;settings_controls_mapping_directions;Directions;Directions;Richtungen;Indicaciones;向き
Controls - Mapping: Acceleration and rotation;settings_controls_mapping_acceleration_rotation;Acceleration\nand rotation;Accélération\net rotation;Beschleunigung\nund Drehung;Aceleración\ny rotación;加速化\nと回転
Controls - Mapping: Elevation and Lateral;settings_controls_mapping_elevation_lateral;Elevation\nand lateral;Élévation\net latéral;Höhe\nund Querausrichtung;Elevación\ny giro lateral;上昇\nと水平
Controls - Mapping: Elevation;settings_controls_mapping_elevation;Elevation;Élévation;Höhe;Elevación;上昇
Controls - Mapping: camera rotation;settings_controls_mapping_camera_rotation;Camera tilt\nRotation;Tilt caméra\nRotation;Kameraneigung\nRotation;Inclinación de la cámara\nRotation;カメラ・チルト\nRotation
Controls - Mapping: camera lateral;settings_controls_mapping_camera_lateral;Camera tilt\nLateral;Tilt caméra\nLateral;Kameraneigung\nLateral;Inclinación de la cámara\nLateral;カメラ・チルト\nLateral
Advanced - Category: Interface;settings_advanced_category_interface;Interface;Interface;Interface;Interfaz;インターフェース
Advanced - Category: Geofence;settings_advanced_category_geofence;Geocage;Géo-cage;Geocage;Barrera geográfica;Geocage
Advanced - Category: RTH;settings_advanced_category_rth;RTH;RTH;RTH;RTH;RTH
Advanced - Category: Camera;settings_advanced_category_camera;Recording;Enregistrement;Recording;Recording;Recording
Advanced - Category: Connection;settings_advanced_category_connection;Connection;Connexion;Connection;Connection;Connection
Advanced - Category: Developer;settings_advanced_category_developer;Developer;Développeur;Developer;Developer;Developer
Settings - Camera: Reinitiate camera settings;settings_camera_reset;Reset camera settings;Réinitialiser les paramètres camera;Reset camera settings;Reset camera settings;Reset camera settings
Settings - Camera: Lossyzoom;settings_camera_lossy_zoom;Lossless zoom only;Zoom sans perte;Lossless zoom only;Lossless zoom only;Lossless zoom only
Settings - Camera: Over-exposure;settings_camera_over_exposure;Display overexposure;Afficher la surexposition;Überbelichtung anzeigen;Mostrar la sobreexposición;露出オーバーを表示
Settings - Camera: Anti-flickering;settings_camera_anti_flickering;Anti-flickering;Anti-flickering;Anti-Flimmer-Filter;Antiparpadeo;アンチフリッカー
Settings - Camera: Anti-flickering Auto-record;settings_camera_anti_flickering_auto;Auto;Auto;Automatisch;Auto;オート
Settings - Camera: Anti-flickering 50Hz;settings_camera_anti_flickering_hz50;50 Hz;50 Hz;50 Hz;50 Hz;50 Hz
Settings - Camera: Anti-flickering 60Hz;settings_camera_anti_flickering_hz60;60 Hz;60 Hz;60 Hz;60 Hz;60 Hz
Settings - Camera: Anti-flickering Auto-record;settings_camera_auto_record;Auto-record;Enregistrement automatique;Auto-record;Auto-record;Auto-record
Settings - Camera: Video encoding;settings_camera_video_encoding;Video encoding;Encodage vidéo;Video encoding;Video encoding;Video encoding
